,left_WHOLE_NAME,left_UID,similarity_x,right_requestID,right_wholeName,left_lastname_phone,similarity_y,right_lastnamePhone
642,NOVE DEVELOPMENT EOOD,6492086,0.35647577,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
643,IRANIAN NOVIN INDUSTRY DEVELOPMENT,4066322,0.3494776,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
644,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING,5427443,0.33715764,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
645,SINO ZIM DEVELOPMENT,2280532,0.3355474,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
646,GHADIR INVESTMENT AND INDUSTRY DEVELOPMENT,4568557,0.33109245,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
647,SINA ENERGY DEVELOPMENT,3220034,0.3283959,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
648,IRAN ZINC MINES DEVELOPMENT,1737418,0.32589427,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
649,SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.32441685,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
650,MININ,4447064,0.31950107,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
651,UNION DEVELOPMENT GROUP CO,6029651,0.31768596,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
652,ROMDOUL DEVELOPMENT CO,5425913,0.316269,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
653,KORYO CREDIT DEVELOPMENT BANK,1102540,0.3125322,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
654,IRAN ELECTRONIC DEVELOPMENT,1679212,0.30840757,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
655,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,2956173,0.3069277,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
656,SINA PAYA SANAT DEVELOPMENT,6155475,0.305951,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
657,AMINI,4217199,0.3055381,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
658,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT,1031034,0.30545646,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
659,VENTORA MINING,6817740,0.3032867,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
660,GHADIR REALTIME SYSTEMS DEVELOPMENT,4566249,0.3028159,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
661,RADIATION APPLICATIONS DEVELOPMENT,4569105,0.30277455,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
662,EQUIPMENT DEVELOPMENT DEPARTMENT,4419604,0.30025455,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
663,ALAMER DEVELOPMENT AND REAL ESTATE INVESTMENT,6217757,0.2987681,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
664,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,1055671,0.2931469,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
665,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING,6155321,0.29251903,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
666,NATIONAL DEVELOPMENT FUND OF IRAN,1523254,0.29240155,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
667,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,4566394,0.29145128,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
668,PARSIAN OIL AND GAS DEVELOPMENT,3284403,0.29042247,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
669,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.2884946,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
670,BEHSHAHR INDUSTRIAL DEVELOPMENT,4566406,0.28847697,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
671,EXPORT DEVELOPMENT BANK OF IRAN,832095,0.28814462,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
672,AGRICULTURAL DEVELOPMENT BANK,3584547,0.2871997,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
673,TADBIR CONSTRUCTION DEVELOPMENT,2041511,0.2870402,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
674,IRANIAN TITANIUM DEVELOPMENT,4569225,0.2862636,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
675,KOREA TANGUN TRADING,782411,0.2862619,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
676,PARS INTERNATIONAL INDUSTRY DEVELOPMENT,4569146,0.28436473,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
677,INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.28400666,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
678,DING,1062675,0.28392747,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
679,RAZAVI OIL AND GAS DEVELOPMENT,2972564,0.2826704,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
680,PARSIAN RAIL TRANSPORT DEVELOPMENT,1464252,0.28215525,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
681,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING,6231490,0.2807637,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
682,KOREA NAMGANG TRADING,5478390,0.27965698,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
683,KOREA KUMSAN TRADING,2962244,0.27929038,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
684,KOREA DAIZIN TRADING,6192241,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
685,KOREA DAIZIN TRADING,6192263,0.27838665,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
686,TECHNOLOGY AND DEVELOPMENT GROUP,34618,0.27807868,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
687,IRAN MOBIN ELECTRONIC DEVELOPMENT,1285839,0.2757645,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
688,CREDIT INSTITUTION FOR DEVELOPMENT,1679661,0.27574155,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
689,JOINT STOCK COMPANY HALSDEVELOPMENT,1517157,0.2718939,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
690,TADBIR ENERGY DEVELOPMENT GROUP,2037050,0.27111584,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
691,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT,584118,0.2695237,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
692,APEX DEVELOPMENT AND PROJECTS,4888159,0.26920176,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
693,KOREA TAESONG TRADING,967026,0.26878148,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
694,ADVANCED ELECTRONICS DEVELOPMENT,7314,0.26877785,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
695,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273788,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
696,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273786,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
697,PETROIRAN DEVELOPMENT COMPANY PEDCO,629565,0.2667488,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
698,KOREA PUGANG TRADING,369034,0.26548404,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
699,IRANIAN PETROCHEMICAL INVESTMENT DEVELOPMENT MANAGEMENT,5016837,0.2647823,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
700,GHADIR KHUZESTAN CONSTRUCTION INDUSTRY DEVELOPMENT,4568583,0.2629742,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
701,BAGHMISHEH RESIDENTIAL DEVELOPMENT,4566435,0.2609492,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
702,PERSIA OIL GAS INDUSTRY DEVELOPMENT,2041727,0.2605426,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
703,KOREA UNPHA SHIPPING TRADING,3802405,0.26029962,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
704,SINA PORT AND MARINE SERVICES DEVELOPMENT,1322523,0.25983855,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
705,TADBIR ECONOMIC DEVELOPMENT GROUP,2041510,0.25967285,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
706,KOREA MYONGDOK SHIPPING,3802402,0.2587664,WW1234623,KOREA MINING DEVELOPMENT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
707,TIMEET TRADING,5832136,0.25656494,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
708,KOREA RYONGWANG TRADING,369035,0.25348082,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
709,MARINE INFORMATION TECHNOLOGY DEVELOPMENT,4569145,0.25270998,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
710,GILAN ELECTRICITY TRANSMISSION DEVELOPMENT,4566366,0.25115848,WW1234623,KOREA MINING DEVELOPMENT TRADING,,,
711,ZIMBABWE MINING DEVELOPMENT,913096,0.5251519,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
712,NATIONAL INDUSTRIES AND MINING DEVELOPMENT,4568552,0.5143621,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
713,VENTORA DEVELOPMENT,4280966,0.4525811,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
714,TADBIR DRILLING DEVELOPMENT,2053154,0.43523377,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
715,AMROGGANG DEVELOPMENT BANK,1102528,0.40704262,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
716,GHADIR INTERNATIONAL TRADING AND DEVELOPMENT,4568526,0.4014155,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
717,KOREA UNITED DEVELOPMENT BANK,1102538,0.39737302,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
718,ROZARO DEVELOPMENT,3712962,0.3807131,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
719,ACHIM DEVELOPMENT,2564035,0.37676725,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
720,TOVASE DEVELOPMENT,5280920,0.376333,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
721,NARENJESTAN HOTEL AND BUILDING DEVELOPMENT,4568506,0.37227884,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
722,SIMATIC DEVELOPMENT,1629765,0.36394963,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
723,KAVEH PARS MINING INDUSTRIES DEVELOPMENT,5202955,0.3603568,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
724,OFOGH SABERIN ENGINEERING DEVELOPMENT,1345077,0.35976112,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
725,EKO DEVELOPMENT AND INVESTMENT,2861213,0.35968673,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
726,NOVE DEVELOPMENT EOOD,6492086,0.35647577,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
727,IRANIAN NOVIN INDUSTRY DEVELOPMENT,4066322,0.3494776,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
728,INTERNATIONAL INVESTMENT DEVELOPMENT HOLDING,5427443,0.33715764,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
729,SINO ZIM DEVELOPMENT,2280532,0.3355474,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
730,GHADIR INVESTMENT AND INDUSTRY DEVELOPMENT,4568557,0.33109245,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
731,SINA ENERGY DEVELOPMENT,3220034,0.3283959,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
732,IRAN ZINC MINES DEVELOPMENT,1737418,0.32589427,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
733,SAKHTEMAN INTERNATIONAL DEVELOPMENT,4569227,0.32441685,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
734,MININ,4447064,0.31950107,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
735,UNION DEVELOPMENT GROUP CO,6029651,0.31768596,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
736,ROMDOUL DEVELOPMENT CO,5425913,0.316269,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
737,KORYO CREDIT DEVELOPMENT BANK,1102540,0.3125322,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
738,IRAN ELECTRONIC DEVELOPMENT,1679212,0.30840757,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
739,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,2956173,0.3069277,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
740,SINA PAYA SANAT DEVELOPMENT,6155475,0.305951,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
741,AMINI,4217199,0.3055381,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
742,CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT,1031034,0.30545646,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
743,VENTORA MINING,6817740,0.3032867,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
744,GHADIR REALTIME SYSTEMS DEVELOPMENT,4566249,0.3028159,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
745,RADIATION APPLICATIONS DEVELOPMENT,4569105,0.30277455,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
746,EQUIPMENT DEVELOPMENT DEPARTMENT,4419604,0.30025455,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
747,ALAMER DEVELOPMENT AND REAL ESTATE INVESTMENT,6217757,0.2987681,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
748,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,1055671,0.2931469,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
749,PISHGAMAN HORIZON DEVELOPMENT IRANIAN BUSINESS TRADING,6155321,0.29251903,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
750,NATIONAL DEVELOPMENT FUND OF IRAN,1523254,0.29240155,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
751,BEHSAZAN PARS EQUIPMENT DEVELOPMENT,4566394,0.29145128,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
752,PARSIAN OIL AND GAS DEVELOPMENT,3284403,0.29042247,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
753,ATOMIC FUEL DEVELOPMENT ENGINEERING,1638150,0.2884946,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
754,BEHSHAHR INDUSTRIAL DEVELOPMENT,4566406,0.28847697,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
755,EXPORT DEVELOPMENT BANK OF IRAN,832095,0.28814462,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
756,AGRICULTURAL DEVELOPMENT BANK,3584547,0.2871997,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
757,TADBIR CONSTRUCTION DEVELOPMENT,2041511,0.2870402,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
758,IRANIAN TITANIUM DEVELOPMENT,4569225,0.2862636,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
759,KOREA TANGUN TRADING,782411,0.2862619,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
760,PARS INTERNATIONAL INDUSTRY DEVELOPMENT,4569146,0.28436473,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
761,INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.28400666,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
762,DING,1062675,0.28392747,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
763,RAZAVI OIL AND GAS DEVELOPMENT,2972564,0.2826704,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
764,PARSIAN RAIL TRANSPORT DEVELOPMENT,1464252,0.28215525,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
765,MIDDLE EAST MINES AND MINERAL INDUSTRIES DEVELOPMENT HOLDING,6231490,0.2807637,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
766,KOREA NAMGANG TRADING,5478390,0.27965698,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
767,KOREA KUMSAN TRADING,2962244,0.27929038,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
768,KOREA DAIZIN TRADING,6192241,0.27838665,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
769,KOREA DAIZIN TRADING,6192263,0.27838665,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
770,TECHNOLOGY AND DEVELOPMENT GROUP,34618,0.27807868,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
771,IRAN MOBIN ELECTRONIC DEVELOPMENT,1285839,0.2757645,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
772,CREDIT INSTITUTION FOR DEVELOPMENT,1679661,0.27574155,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
773,JOINT STOCK COMPANY HALSDEVELOPMENT,1517157,0.2718939,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
774,TADBIR ENERGY DEVELOPMENT GROUP,2037050,0.27111584,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
775,PETROCHEMICAL INDUSTRIES DEVELOPMENT MANAGEMENT,584118,0.2695237,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
776,APEX DEVELOPMENT AND PROJECTS,4888159,0.26920176,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
777,KOREA TAESONG TRADING,967026,0.26878148,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
778,ADVANCED ELECTRONICS DEVELOPMENT,7314,0.26877785,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
779,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273788,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
780,PETROIRAN DEVELOPMENT COMPANY PEDCO,1273786,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
781,PETROIRAN DEVELOPMENT COMPANY PEDCO,629565,0.2667488,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
782,KOREA PUGANG TRADING,369034,0.26548404,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
783,IRANIAN PETROCHEMICAL INVESTMENT DEVELOPMENT MANAGEMENT,5016837,0.2647823,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
784,GHADIR KHUZESTAN CONSTRUCTION INDUSTRY DEVELOPMENT,4568583,0.2629742,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
785,BAGHMISHEH RESIDENTIAL DEVELOPMENT,4566435,0.2609492,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
786,PERSIA OIL GAS INDUSTRY DEVELOPMENT,2041727,0.2605426,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
787,KOREA UNPHA SHIPPING TRADING,3802405,0.26029962,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
788,SINA PORT AND MARINE SERVICES DEVELOPMENT,1322523,0.25983855,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
789,TADBIR ECONOMIC DEVELOPMENT GROUP,2041510,0.25967285,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
790,KOREA MYONGDOK SHIPPING,3802402,0.2587664,WW1234624,KOREA MINING DEVELOPMENT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
791,TIMEET TRADING,5832136,0.25656494,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
792,KOREA RYONGWANG TRADING,369035,0.25348082,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
793,MARINE INFORMATION TECHNOLOGY DEVELOPMENT,4569145,0.25270998,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
794,GILAN ELECTRICITY TRANSMISSION DEVELOPMENT,4566366,0.25115848,WW1234624,KOREA MINING DEVELOPMENT TRADING,,,
795,KOREA MINING DEVELOPMENT TRADING,2522148,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
796,KOREA MINING DEVELOPMENT TRADING,2522147,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
797,KOREA MINING DEVELOPMENT TRADING,2522146,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
798,KOREA MINING DEVELOPMENT TRADING,2522145,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
799,KOREA MINING DEVELOPMENT TRADING,134742,0.48524576,WW1234625,KOREA MINING EXPLOIT TRADING,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
800,GEX EXPLORE S DE RL DE,52236,0.34559944,WW1234625,KOREA MINING EXPLOIT TRADING,,,
801,KOREA OIL EXPLORATION,2239638,0.32502797,WW1234625,KOREA MINING EXPLOIT TRADING,,,
802,MININ,4447064,0.30769348,WW1234625,KOREA MINING EXPLOIT TRADING,,,
803,NOVIN PARS MINERAL EXPLORATION AND MINING ENGINEERING,4568871,0.30682343,WW1234625,KOREA MINING EXPLOIT TRADING,,,
804,AMINI,4217199,0.29424652,WW1234625,KOREA MINING EXPLOIT TRADING,,,
805,KOREA CHOLSAN GENERAL TRADING,6159714,0.279076,WW1234625,KOREA MINING EXPLOIT TRADING,,,
806,KOREA CHOLSAN GENERAL TRADING,6159712,0.279076,WW1234625,KOREA MINING EXPLOIT TRADING,,,
807,KOREA TANGUN TRADING,782411,0.27568272,WW1234625,KOREA MINING EXPLOIT TRADING,,,
808,DING,1062675,0.27343452,WW1234625,KOREA MINING EXPLOIT TRADING,,,
809,KOREA NAMGANG TRADING,5478390,0.26932186,WW1234625,KOREA MINING EXPLOIT TRADING,,,
810,KOREA KUMSAN TRADING,2962244,0.26896882,WW1234625,KOREA MINING EXPLOIT TRADING,,,
811,KOREA DAIZIN TRADING,6192263,0.2680985,WW1234625,KOREA MINING EXPLOIT TRADING,,,
812,KOREA DAIZIN TRADING,6192241,0.2680985,WW1234625,KOREA MINING EXPLOIT TRADING,,,
813,VENTORA MINING,6817740,0.26235282,WW1234625,KOREA MINING EXPLOIT TRADING,,,
814,KOREA TAESONG TRADING,967026,0.2588483,WW1234625,KOREA MINING EXPLOIT TRADING,,,
815,KOREA PUGANG TRADING,369034,0.2556727,WW1234625,KOREA MINING EXPLOIT TRADING,,,
816,KOREA UNPHA SHIPPING TRADING,3802405,0.25067994,WW1234625,KOREA MINING EXPLOIT TRADING,,,
817,ANTONOV,4326186,0.3067181,YY1234626,Antonio Catricalxe0,"[b'ANTN', None]",1.0,"[b'ANTN', None]"
818,ANTONOV,2929936,0.3067181,YY1234626,Antonio Catricalxe0,"[b'ANTN', None]",1.0,"[b'ANTN', None]"
819,,3325030,,GG1234575,,"[b'SRFK', None]",1.0,"[b'SRFK', None]"
820,,3325030,,GG1234577,,"[b'SRFK', None]",1.0,"[b'SRFK', None]"
821,,339087,,GG1234577,,"[b'SRFK', None]",1.0,"[b'SRFK', None]"
822,,1944450,,FF1234579,,"[b'LTRN', None]",1.0,"[b'LTRN', None]"
823,,1944450,,FF1234580,,"[b'LTRN', None]",1.0,"[b'LTRN', None]"
824,,2438958,,MM1234592,,"[b'MSMK', b'MTSM']",0.99999994,"[b'MSMK', b'MTSM']"
825,,5425896,,MM1234592,,"[b'MTSM', None]",0.6122696,"[b'MSMK', b'MTSM']"
826,,2438958,,MM1234593,,"[b'MSMK', b'MTSM']",0.99999994,"[b'MSMK', b'MTSM']"
827,,5425896,,MM1234593,,"[b'MTSM', None]",0.6122696,"[b'MSMK', b'MTSM']"
828,,5425896,,MM1234594,,"[b'MTSM', None]",0.6122696,"[b'MSMK', b'MTSM']"
829,,2898002,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
830,,2522148,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
831,,2522147,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
832,,2522146,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
833,,2522145,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
834,,134742,,WW1234623,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
835,,2898002,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
836,,2522148,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
837,,2522147,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
838,,2522146,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
839,,2522145,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
840,,134742,,WW1234624,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
841,,3802402,,WW1234625,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
842,,2898002,,WW1234625,,"[b'KRMN', None]",1.0,"[b'KRMN', None]"
